Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias;;;;;;
Variável - Área plantada;;;;;;
Nível;Cód.;Brasil e Município;Ano x Produto das lavouras temporárias;;;
;;;2019;;;
;;;Total;;Soja (em grão);
MU;4307005;Erechim (RS);13331;Hectares;9700;Hectares
MU;4307054;Ernestina (RS);21265;Hectares;17100;Hectares
MU;4307104;Herval (RS);15355;Hectares;13000;Hectares
MU;4307203;Erval Grande (RS);4348;Hectares;2500;Hectares
MU;4307302;Erval Seco (RS);22021;Hectares;14730;Hectares
MU;4307401;Esmeralda (RS);35149;Hectares;28500;Hectares
MU;4307450;Esperança do Sul (RS);7650;Hectares;4700;Hectares
MU;4307500;Espumoso (RS);71698;Hectares;51450;Hectares
MU;4307559;Estação (RS);7420;Hectares;5850;Hectares
MU;4307609;Estância Velha (RS);113;Hectares;-;Hectares
MU;4307708;Esteio (RS);450;Hectares;-;Hectares
MU;4307807;Estrela (RS);3632;Hectares;1625;Hectares
MU;4307815;Estrela Velha (RS);18752;Hectares;12600;Hectares
MU;4307831;Eugênio de Castro (RS);40437;Hectares;27415;Hectares
MU;4307864;Fagundes Varela (RS);2877;Hectares;1000;Hectares
MU;4307906;Farroupilha (RS);1751;Hectares;-;Hectares
MU;4308003;Faxinal do Soturno (RS);4492;Hectares;1800;Hectares
MU;4308052;Faxinalzinho (RS);6140;Hectares;5000;Hectares
MU;4308078;Fazenda Vilanova (RS);1058;Hectares;600;Hectares
MU;4308102;Feliz (RS);341;Hectares;-;Hectares
MU;4308201;Flores da Cunha (RS);540;Hectares;-;Hectares
MU;4308250;Floriano Peixoto (RS);7993;Hectares;6050;Hectares
MU;4308300;Fontoura Xavier (RS);7655;Hectares;5000;Hectares
MU;4308409;Formigueiro (RS);18977;Hectares;9000;Hectares
MU;4308433;Forquetinha (RS);794;Hectares;200;Hectares
MU;4308458;Fortaleza dos Valos (RS);42468;Hectares;36840;Hectares
MU;4308508;Frederico Westphalen (RS);12140;Hectares;6700;Hectares
MU;4308607;Garibaldi (RS);542;Hectares;-;Hectares
MU;4308656;Garruchos (RS);23960;Hectares;18290;Hectares
MU;4308706;Gaurama (RS);9939;Hectares;8200;Hectares
MU;4308805;General Câmara (RS);13566;Hectares;8000;Hectares
MU;4308854;Gentil (RS);11641;Hectares;10500;Hectares
MU;4308904;Getúlio Vargas (RS);20973;Hectares;15000;Hectares
MU;4309001;Giruá (RS);94094;Hectares;59000;Hectares
MU;4309050;Glorinha (RS);3255;Hectares;1000;Hectares
MU;4309100;Gramado (RS);929;Hectares;-;Hectares
MU;4309126;Gramado dos Loureiros (RS);8250;Hectares;6000;Hectares
MU;4309159;Gramado Xavier (RS);6644;Hectares;2850;Hectares
MU;4309209;Gravataí (RS);1106;Hectares;150;Hectares
MU;4309258;Guabiju (RS);7108;Hectares;5100;Hectares
MU;4309308;Guaíba (RS);5147;Hectares;340;Hectares
MU;4309407;Guaporé (RS);6893;Hectares;3600;Hectares
MU;4309506;Guarani das Missões (RS);24309;Hectares;15000;Hectares
MU;4309555;Harmonia (RS);170;Hectares;-;Hectares
MU;4309571;Herveiras (RS);3427;Hectares;300;Hectares
MU;4309605;Horizontina (RS);20359;Hectares;12000;Hectares
MU;4309654;Hulha Negra (RS);18155;Hectares;15500;Hectares
MU;4309704;Humaitá (RS);12412;Hectares;7000;Hectares
MU;4309753;Ibarama (RS);6935;Hectares;900;Hectares
MU;4309803;Ibiaçá (RS);28255;Hectares;21500;Hectares
MU;4309902;Ibiraiaras (RS);17103;Hectares;11000;Hectares
MU;4309951;Ibirapuitã (RS);23010;Hectares;16850;Hectares
MU;4310009;Ibirubá (RS);60076;Hectares;43000;Hectares
MU;4310108;Igrejinha (RS);226;Hectares;7;Hectares
MU;4310207;Ijuí (RS);58656;Hectares;40000;Hectares
MU;4310306;Ilópolis (RS);981;Hectares;60;Hectares
MU;4310330;Imbé (RS);2;Hectares;-;Hectares
MU;4310363;Imigrante (RS);429;Hectares;90;Hectares
MU;4310405;Independência (RS);33527;Hectares;19500;Hectares
MU;4310413;Inhacorá (RS);10636;Hectares;6100;Hectares
MU;4310439;Ipê (RS);12353;Hectares;8500;Hectares
MU;4310462;Ipiranga do Sul (RS);13510;Hectares;10500;Hectares
MU;4310504;Iraí (RS);10718;Hectares;6000;Hectares
MU;4310538;Itaara (RS);3752;Hectares;3020;Hectares
MU;4310553;Itacurubi (RS);15700;Hectares;12000;Hectares
MU;4310579;Itapuca (RS);5848;Hectares;4550;Hectares
MU;4310603;Itaqui (RS);113623;Hectares;30000;Hectares
MU;4310652;Itati (RS);248;Hectares;-;Hectares
MU;4310702;Itatiba do Sul (RS);3490;Hectares;680;Hectares
MU;4310751;Ivorá (RS);5117;Hectares;3500;Hectares
MU;4310801;Ivoti (RS);270;Hectares;-;Hectares
MU;4310850;Jaboticaba (RS);10715;Hectares;6300;Hectares
MU;4310876;Jacuizinho (RS);24963;Hectares;18100;Hectares
MU;4310900;Jacutinga (RS);16455;Hectares;12800;Hectares
MU;4311007;Jaguarão (RS);66044;Hectares;45000;Hectares
MU;4311106;Jaguari (RS);15270;Hectares;9000;Hectares
MU;4311122;Jaquirana (RS);805;Hectares;500;Hectares
MU;4311130;Jari (RS);59596;Hectares;47100;Hectares
MU;4311155;Jóia (RS);115223;Hectares;81000;Hectares
MU;4311205;Júlio de Castilhos (RS);108934;Hectares;98200;Hectares
MU;4311239;Lagoa Bonita do Sul (RS);4484;Hectares;1600;Hectares
MU;4311254;Lagoão (RS);14572;Hectares;8000;Hectares
MU;4311270;Lagoa dos Três Cantos (RS);12948;Hectares;9730;Hectares
MU;4311304;Lagoa Vermelha (RS);57639;Hectares;46000;Hectares
MU;4311403;Lajeado (RS);1390;Hectares;600;Hectares
MU;4311429;Lajeado do Bugre (RS);7061;Hectares;3000;Hectares
MU;4311502;Lavras do Sul (RS);29753;Hectares;25000;Hectares
MU;4311601;Liberato Salzano (RS);12026;Hectares;6600;Hectares
MU;4311627;Lindolfo Collor (RS);325;Hectares;-;Hectares
MU;4311643;Linha Nova (RS);299;Hectares;-;Hectares
MU;4311700;Machadinho (RS);14043;Hectares;12000;Hectares
MU;4311718;Maçambará (RS);65929;Hectares;30500;Hectares
MU;4311734;Mampituba (RS);1714;Hectares;-;Hectares
MU;4311759;Manoel Viana (RS);53732;Hectares;42000;Hectares
MU;4311775;Maquiné (RS);2094;Hectares;-;Hectares
MU;4311791;Maratá (RS);136;Hectares;-;Hectares
MU;4311809;Marau (RS);45047;Hectares;39500;Hectares
MU;4311908;Marcelino Ramos (RS);6379;Hectares;3100;Hectares
MU;4311981;Mariana Pimentel (RS);3482;Hectares;-;Hectares
MU;4312005;Mariano Moro (RS);2643;Hectares;1380;Hectares
MU;4312054;Marques de Souza (RS);1343;Hectares;360;Hectares
MU;4312104;Mata (RS);6440;Hectares;2650;Hectares
MU;4312138;Mato Castelhano (RS);12523;Hectares;11000;Hectares
MU;4312153;Mato Leitão (RS);2469;Hectares;600;Hectares
MU;4312179;Mato Queimado (RS);9143;Hectares;6075;Hectares
MU;4312203;Maximiliano de Almeida (RS);8941;Hectares;6800;Hectares
MU;4312252;Minas do Leão (RS);12475;Hectares;10000;Hectares
MU;4312302;Miraguaí (RS);8469;Hectares;5400;Hectares
MU;4312351;Montauri (RS);5160;Hectares;3300;Hectares
MU;4312377;Monte Alegre dos Campos (RS);4535;Hectares;2048;Hectares
MU;4312385;Monte Belo do Sul (RS);109;Hectares;-;Hectares
MU;4312401;Montenegro (RS);1310;Hectares;-;Hectares
MU;4312427;Mormaço (RS);12975;Hectares;8800;Hectares
MU;4312443;Morrinhos do Sul (RS);1807;Hectares;-;Hectares
MU;4312450;Morro Redondo (RS);2434;Hectares;1500;Hectares
MU;4312476;Morro Reuter (RS);618;Hectares;-;Hectares
MU;4312500;Mostardas (RS);42361;Hectares;8145;Hectares
MU;4312609;Muçum (RS);1631;Hectares;550;Hectares
MU;4312617;Muitos Capões (RS);79642;Hectares;42500;Hectares
MU;4312625;Muliterno (RS);5100;Hectares;3500;Hectares
MU;4312658;Não-Me-Toque (RS);33682;Hectares;22500;Hectares
MU;4312674;Nicolau Vergueiro (RS);11687;Hectares;10350;Hectares
MU;4312708;Nonoai (RS);21718;Hectares;15000;Hectares
MU;4312757;Nova Alvorada (RS);6835;Hectares;4950;Hectares
MU;4312807;Nova Araçá (RS);1937;Hectares;610;Hectares
MU;4312906;Nova Bassano (RS);6809;Hectares;2500;Hectares
MU;4312955;Nova Boa Vista (RS);6778;Hectares;4800;Hectares
MU;4313003;Nova Bréscia (RS);313;Hectares;-;Hectares
MU;4313011;Nova Candelária (RS);4886;Hectares;3000;Hectares
MU;4313037;Nova Esperança do Sul (RS);5140;Hectares;4280;Hectares
MU;4313060;Nova Hartz (RS);529;Hectares;10;Hectares
MU;4313086;Nova Pádua (RS);627;Hectares;-;Hectares
MU;4313102;Nova Palma (RS);12629;Hectares;10000;Hectares
MU;4313201;Nova Petrópolis (RS);1584;Hectares;-;Hectares
MU;4313300;Nova Prata (RS);3958;Hectares;2200;Hectares
MU;4313334;Nova Ramada (RS);24475;Hectares;15165;Hectares
MU;4313359;Nova Roma do Sul (RS);1338;Hectares;15;Hectares
MU;4313375;Nova Santa Rita (RS);4338;Hectares;-;Hectares
MU;4313391;Novo Cabrais (RS);11233;Hectares;6500;Hectares
MU;4313409;Novo Hamburgo (RS);2146;Hectares;60;Hectares
MU;4313425;Novo Machado (RS);20657;Hectares;11100;Hectares
MU;4313441;Novo Tiradentes (RS);5488;Hectares;2500;Hectares
MU;4313466;Novo Xingu (RS);5465;Hectares;3500;Hectares
MU;4313490;Novo Barreiro (RS);7984;Hectares;4700;Hectares
MU;4313508;Osório (RS);6125;Hectares;1800;Hectares
MU;4313607;Paim Filho (RS);7040;Hectares;5400;Hectares
MU;4313656;Palmares do Sul (RS);17130;Hectares;4090;Hectares
MU;4313706;Palmeira das Missões (RS);167960;Hectares;105000;Hectares
MU;4313805;Palmitinho (RS);4146;Hectares;675;Hectares
MU;4313904;Panambi (RS);35748;Hectares;25928;Hectares
MU;4313953;Pantano Grande (RS);27038;Hectares;21200;Hectares
MU;4314001;Paraí (RS);2763;Hectares;1400;Hectares
MU;4314027;Paraíso do Sul (RS);12804;Hectares;2700;Hectares
MU;4314035;Pareci Novo (RS);116;Hectares;-;Hectares
MU;4314050;Parobé (RS);654;Hectares;4;Hectares
MU;4314068;Passa Sete (RS);10628;Hectares;5000;Hectares
MU;4314076;Passo do Sobrado (RS);9927;Hectares;5000;Hectares
MU;4314100;Passo Fundo (RS);47214;Hectares;41000;Hectares
MU;4314134;Paulo Bento (RS);7821;Hectares;6260;Hectares
MU;4314159;Paverama (RS);1569;Hectares;400;Hectares
MU;4314175;Pedras Altas (RS);37470;Hectares;36000;Hectares
MU;4314209;Pedro Osório (RS);11612;Hectares;9100;Hectares
MU;4314308;Pejuçara (RS);42134;Hectares;30000;Hectares
MU;4314407;Pelotas (RS);40962;Hectares;22000;Hectares
MU;4314423;Picada Café (RS);300;Hectares;1;Hectares
MU;4314456;Pinhal (RS);2765;Hectares;1000;Hectares
MU;4314464;Pinhal da Serra (RS);8758;Hectares;6000;Hectares
MU;4314472;Pinhal Grande (RS);22124;Hectares;19400;Hectares
MU;4314498;Pinheirinho do Vale (RS);2786;Hectares;900;Hectares
MU;4314506;Pinheiro Machado (RS);7663;Hectares;5800;Hectares
MU;4314548;Pinto Bandeira (RS);280;Hectares;-;Hectares
MU;4314555;Pirapó (RS);9016;Hectares;6000;Hectares
MU;4314605;Piratini (RS);44534;Hectares;40000;Hectares
MU;4314704;Planalto (RS);5243;Hectares;2200;Hectares
MU;4314753;Poço das Antas (RS);259;Hectares;-;Hectares
MU;4314779;Pontão (RS);40933;Hectares;34500;Hectares
MU;4314787;Ponte Preta (RS);5913;Hectares;4500;Hectares
MU;4314803;Portão (RS);597;Hectares;160;Hectares
MU;4314902;Porto Alegre (RS);954;Hectares;180;Hectares
MU;4315008;Porto Lucena (RS);7482;Hectares;4003;Hectares
MU;4315057;Porto Mauá (RS);5959;Hectares;3500;Hectares
MU;4315073;Porto Vera Cruz (RS);1255;Hectares;350;Hectares
MU;4315107;Porto Xavier (RS);3410;Hectares;1200;Hectares
MU;4315131;Pouso Novo (RS);1298;Hectares;12;Hectares
MU;4315149;Presidente Lucena (RS);548;Hectares;-;Hectares
MU;4315156;Progresso (RS);3114;Hectares;64;Hectares
MU;4315172;Protásio Alves (RS);2663;Hectares;1513;Hectares
MU;4315206;Putinga (RS);2849;Hectares;400;Hectares
MU;4315305;Quaraí (RS);11399;Hectares;400;Hectares
MU;4315313;Quatro Irmãos (RS);17482;Hectares;14000;Hectares
MU;4315321;Quevedos (RS);27595;Hectares;26500;Hectares
MU;4315354;Quinze de Novembro (RS);11472;Hectares;10150;Hectares
MU;4315404;Redentora (RS);21527;Hectares;12200;Hectares
MU;4315453;Relvado (RS);1252;Hectares;180;Hectares
MU;4315503;Restinga Sêca (RS);43427;Hectares;25200;Hectares
MU;4315552;Rio dos Índios (RS);10937;Hectares;7500;Hectares
MU;4315602;Rio Grande (RS);27426;Hectares;9605;Hectares
MU;4315701;Rio Pardo (RS);84462;Hectares;68300;Hectares
MU;4315750;Riozinho (RS);495;Hectares;-;Hectares
MU;4315800;Roca Sales (RS);4049;Hectares;1800;Hectares
MU;4315909;Rodeio Bonito (RS);6328;Hectares;3500;Hectares
MU;4315958;Rolador (RS);21398;Hectares;13700;Hectares
MU;4316006;Rolante (RS);2081;Hectares;-;Hectares
MU;4316105;Ronda Alta (RS);35239;Hectares;26160;Hectares
MU;4316204;Rondinha (RS);15421;Hectares;12500;Hectares
MU;4316303;Roque Gonzales (RS);13252;Hectares;7570;Hectares
MU;4316402;Rosário do Sul (RS);59873;Hectares;40000;Hectares
MU;4316428;Sagrada Família (RS);7503;Hectares;3500;Hectares
MU;4316436;Saldanha Marinho (RS);18469;Hectares;13626;Hectares
MU;4316451;Salto do Jacuí (RS);35060;Hectares;26000;Hectares
MU;4316477;Salvador das Missões (RS);6245;Hectares;3400;Hectares
MU;4316501;Salvador do Sul (RS);1142;Hectares;-;Hectares
MU;4316600;Sananduva (RS);27739;Hectares;22800;Hectares
MU;4316709;Santa Bárbara do Sul (RS);104176;Hectares;76000;Hectares
MU;4316733;Santa Cecília do Sul (RS);13077;Hectares;9000;Hectares
MU;4316758;Santa Clara do Sul (RS);2319;Hectares;950;Hectares
MU;4316808;Santa Cruz do Sul (RS);16837;Hectares;3400;Hectares
MU;4316907;Santa Maria (RS);56763;Hectares;49345;Hectares
MU;4316956;Santa Maria do Herval (RS);1993;Hectares;12;Hectares
MU;4316972;Santa Margarida do Sul (RS);43303;Hectares;34800;Hectares
MU;4317004;Santana da Boa Vista (RS);37318;Hectares;34000;Hectares
MU;4317103;Sant'Ana do Livramento (RS);67143;Hectares;55000;Hectares
MU;4317202;Santa Rosa (RS);32645;Hectares;19500;Hectares
MU;4317251;Santa Tereza (RS);337;Hectares;-;Hectares
MU;4317301;Santa Vitória do Palmar (RS);91671;Hectares;25864;Hectares
MU;4317400;Santiago (RS);56401;Hectares;47370;Hectares
MU;4317509;Santo Ângelo (RS);50573;Hectares;36300;Hectares
MU;4317558;Santo Antônio do Palma (RS);5329;Hectares;4000;Hectares
MU;4317608;Santo Antônio da Patrulha (RS);22706;Hectares;5000;Hectares
MU;4317707;Santo Antônio das Missões (RS);71401;Hectares;50630;Hectares
MU;4317756;Santo Antônio do Planalto (RS);16458;Hectares;14300;Hectares
MU;4317806;Santo Augusto (RS);52782;Hectares;32000;Hectares
MU;4317905;Santo Cristo (RS);15095;Hectares;8015;Hectares
MU;4317954;Santo Expedito do Sul (RS);6608;Hectares;5650;Hectares
MU;4318002;São Borja (RS);122113;Hectares;65000;Hectares
MU;4318051;São Domingos do Sul (RS);2774;Hectares;1700;Hectares
MU;4318101;São Francisco de Assis (RS);59790;Hectares;50000;Hectares
MU;4318200;São Francisco de Paula (RS);14805;Hectares;7500;Hectares
MU;4318309;São Gabriel (RS);151190;Hectares;120000;Hectares
MU;4318408;São Jerônimo (RS);9997;Hectares;4000;Hectares
MU;4318424;São João da Urtiga (RS);8549;Hectares;6263;Hectares
MU;4318432;São João do Polêsine (RS);2889;Hectares;700;Hectares
MU;4318440;São Jorge (RS);3638;Hectares;2250;Hectares
MU;4318457;São José das Missões (RS);7442;Hectares;4500;Hectares
MU;4318465;São José do Herval (RS);708;Hectares;240;Hectares
MU;4318481;São José do Hortêncio (RS);1038;Hectares;-;Hectares
MU;4318499;São José do Inhacorá (RS);3133;Hectares;1900;Hectares
MU;4318507;São José do Norte (RS);3388;Hectares;-;Hectares
MU;4318606;São José do Ouro (RS);22710;Hectares;19800;Hectares
MU;4318614;São José do Sul (RS);249;Hectares;-;Hectares
MU;4318622;São José dos Ausentes (RS);3498;Hectares;95;Hectares
MU;4318705;São Leopoldo (RS);150;Hectares;-;Hectares
MU;4318804;São Lourenço do Sul (RS);74407;Hectares;40000;Hectares
MU;4318903;São Luiz Gonzaga (RS);113354;Hectares;75500;Hectares
MU;4319000;São Marcos (RS);1090;Hectares;-;Hectares
MU;4319109;São Martinho (RS);19020;Hectares;11600;Hectares
MU;4319125;São Martinho da Serra (RS);35614;Hectares;31510;Hectares
MU;4319158;São Miguel das Missões (RS);107598;Hectares;74000;Hectares
MU;4319208;São Nicolau (RS);25724;Hectares;16800;Hectares
MU;4319307;São Paulo das Missões (RS);7011;Hectares;3500;Hectares
MU;4319356;São Pedro da Serra (RS);133;Hectares;-;Hectares
MU;4319364;São Pedro das Missões (RS);9683;Hectares;5500;Hectares
MU;4319372;São Pedro do Butiá (RS);7194;Hectares;4000;Hectares
MU;4319406;São Pedro do Sul (RS);21336;Hectares;15400;Hectares
MU;4319505;São Sebastião do Caí (RS);670;Hectares;-;Hectares
MU;4319604;São Sepé (RS);89717;Hectares;65000;Hectares
MU;4319703;São Valentim (RS);5266;Hectares;3400;Hectares
MU;4319711;São Valentim do Sul (RS);1447;Hectares;850;Hectares
MU;4319737;São Valério do Sul (RS);8850;Hectares;5550;Hectares
MU;4319752;São Vendelino (RS);79;Hectares;-;Hectares
MU;4319802;São Vicente do Sul (RS);38607;Hectares;29000;Hectares
MU;4319901;Sapiranga (RS);495;Hectares;-;Hectares
MU;4320008;Sapucaia do Sul (RS);10;Hectares;-;Hectares
MU;4320107;Sarandi (RS);26739;Hectares;18700;Hectares
MU;4320206;Seberi (RS);22258;Hectares;10000;Hectares
MU;4320230;Sede Nova (RS);11644;Hectares;6200;Hectares
MU;4320263;Segredo (RS);11093;Hectares;5170;Hectares
MU;4320305;Selbach (RS);17103;Hectares;12010;Hectares
MU;4320321;Senador Salgado Filho (RS);13924;Hectares;8020;Hectares
MU;4320354;Sentinela do Sul (RS);5881;Hectares;850;Hectares
MU;4320404;Serafina Corrêa (RS);5242;Hectares;3300;Hectares
MU;4320453;Sério (RS);892;Hectares;6;Hectares
MU;4320503;Sertão (RS);43670;Hectares;32500;Hectares
MU;4320552;Sertão Santana (RS);5742;Hectares;300;Hectares
MU;4320578;Sete de Setembro (RS);9405;Hectares;6580;Hectares
MU;4320602;Severiano de Almeida (RS);5930;Hectares;4200;Hectares
MU;4320651;Silveira Martins (RS);5175;Hectares;4500;Hectares
MU;4320677;Sinimbu (RS);9407;Hectares;1100;Hectares
MU;4320701;Sobradinho (RS);5867;Hectares;2300;Hectares
MU;4320800;Soledade (RS);47912;Hectares;42000;Hectares
MU;4320859;Tabaí (RS);186;Hectares;-;Hectares
MU;4320909;Tapejara (RS);19968;Hectares;15200;Hectares
MU;4321006;Tapera (RS);17631;Hectares;13200;Hectares
MU;4321105;Tapes (RS);28846;Hectares;12085;Hectares
MU;4321204;Taquara (RS);1577;Hectares;5;Hectares
MU;4321303;Taquari (RS);4301;Hectares;180;Hectares
MU;4321329;Taquaruçu do Sul (RS);4897;Hectares;2450;Hectares
MU;4321352;Tavares (RS);3662;Hectares;270;Hectares
MU;4321402;Tenente Portela (RS);23266;Hectares;13500;Hectares
MU;4321436;Terra de Areia (RS);483;Hectares;-;Hectares
MU;4321451;Teutônia (RS);2308;Hectares;500;Hectares
MU;4321469;Tio Hugo (RS);8288;Hectares;6950;Hectares
MU;4321477;Tiradentes do Sul (RS);10051;Hectares;5200;Hectares
MU;4321493;Toropi (RS);4910;Hectares;2300;Hectares
MU;4321501;Torres (RS);3819;Hectares;-;Hectares
MU;4321600;Tramandaí (RS);250;Hectares;5;Hectares
MU;4321626;Travesseiro (RS);519;Hectares;175;Hectares
MU;4321634;Três Arroios (RS);6572;Hectares;3600;Hectares
MU;4321667;Três Cachoeiras (RS);757;Hectares;-;Hectares
MU;4321709;Três Coroas (RS);405;Hectares;-;Hectares
MU;4321808;Três de Maio (RS);35151;Hectares;20000;Hectares
MU;4321832;Três Forquilhas (RS);300;Hectares;-;Hectares
MU;4321857;Três Palmeiras (RS);12560;Hectares;8500;Hectares
MU;4321907;Três Passos (RS);16130;Hectares;9000;Hectares
MU;4321956;Trindade do Sul (RS);16969;Hectares;11000;Hectares
MU;4322004;Triunfo (RS);12367;Hectares;1200;Hectares
MU;4322103;Tucunduva (RS);18577;Hectares;10500;Hectares
MU;4322152;Tunas (RS);9810;Hectares;6000;Hectares
MU;4322186;Tupanci do Sul (RS);7653;Hectares;6700;Hectares
MU;4322202;Tupanciretã (RS);174849;Hectares;149100;Hectares
MU;4322251;Tupandi (RS);129;Hectares;-;Hectares
MU;4322301;Tuparendi (RS);20259;Hectares;12500;Hectares
MU;4322327;Turuçu (RS);9142;Hectares;5500;Hectares
MU;4322343;Ubiretama (RS);6869;Hectares;5100;Hectares
MU;4322350;União da Serra (RS);4472;Hectares;3000;Hectares
MU;4322376;Unistalda (RS);11195;Hectares;9200;Hectares
MU;4322400;Uruguaiana (RS);79371;Hectares;2980;Hectares
MU;4322509;Vacaria (RS);85425;Hectares;55000;Hectares
MU;4322525;Vale Verde (RS);9380;Hectares;6500;Hectares
MU;4322533;Vale do Sol (RS);12445;Hectares;780;Hectares
MU;4322541;Vale Real (RS);152;Hectares;-;Hectares
MU;4322558;Vanini (RS);2681;Hectares;1900;Hectares
MU;4322608;Venâncio Aires (RS);28704;Hectares;3750;Hectares
MU;4322707;Vera Cruz (RS);9558;Hectares;600;Hectares
MU;4322806;Veranópolis (RS);1810;Hectares;800;Hectares
MU;4322855;Vespasiano Corrêa (RS);3237;Hectares;2100;Hectares
MU;4322905;Viadutos (RS);13944;Hectares;10000;Hectares
MU;4323002;Viamão (RS);23804;Hectares;2140;Hectares
MU;4323101;Vicente Dutra (RS);11366;Hectares;3800;Hectares
MU;4323200;Victor Graeff (RS);20719;Hectares;15000;Hectares
MU;4323309;Vila Flores (RS);1466;Hectares;800;Hectares
MU;4323358;Vila Lângaro (RS);12051;Hectares;8300;Hectares
MU;4323408;Vila Maria (RS);10859;Hectares;8000;Hectares
MU;4323457;Vila Nova do Sul (RS);15115;Hectares;12500;Hectares
MU;4323507;Vista Alegre (RS);3072;Hectares;1500;Hectares
MU;4323606;Vista Alegre do Prata (RS);2194;Hectares;1350;Hectares
MU;4323705;Vista Gaúcha (RS);5256;Hectares;3500;Hectares
MU;4323754;Vitória das Missões (RS);15452;Hectares;10480;Hectares
MU;4323770;Westfália (RS);225;Hectares;50;Hectares
MU;4323804;Xangri-lá (RS);151;Hectares;-;Hectares
MU;5000203;Água Clara (MS);2977;Hectares;2721;Hectares
MU;5000252;Alcinópolis (MS);14250;Hectares;6400;Hectares
MU;5000609;Amambai (MS);131805;Hectares;81000;Hectares
MU;5000708;Anastácio (MS);11186;Hectares;6000;Hectares
MU;5000807;Anaurilândia (MS);30956;Hectares;17500;Hectares
MU;5000856;Angélica (MS);64398;Hectares;6100;Hectares
MU;5000906;Antônio João (MS);62597;Hectares;33000;Hectares
MU;5001003;Aparecida do Taboado (MS);25835;Hectares;208;Hectares
MU;5001102;Aquidauana (MS);370;Hectares;-;Hectares
MU;5001243;Aral Moreira (MS);194014;Hectares;107000;Hectares
MU;5001508;Bandeirantes (MS);98284;Hectares;72000;Hectares
MU;5001904;Bataguassu (MS);14563;Hectares;8912;Hectares
MU;5002001;Batayporã (MS);51173;Hectares;25070;Hectares
MU;5002100;Bela Vista (MS);58528;Hectares;33945;Hectares
MU;5002159;Bodoquena (MS);7504;Hectares;4150;Hectares
MU;5002209;Bonito (MS);85988;Hectares;53000;Hectares
MU;5002308;Brasilândia (MS);8086;Hectares;3253;Hectares
MU;5002407;Caarapó (MS);196013;Hectares;89000;Hectares
MU;5002605;Camapuã (MS);31060;Hectares;21000;Hectares
MU;5002704;Campo Grande (MS);120927;Hectares;73000;Hectares
MU;5002803;Caracol (MS);3929;Hectares;2195;Hectares
MU;5002902;Cassilândia (MS);24994;Hectares;8500;Hectares
MU;5002951;Chapadão do Sul (MS);157958;Hectares;90000;Hectares
MU;5003108;Corguinho (MS);595;Hectares;500;Hectares
MU;5003157;Coronel Sapucaia (MS);24973;Hectares;16500;Hectares
MU;5003207;Corumbá (MS);3366;Hectares;950;Hectares
